city,category,place name,name,date,review text
Agadir,Hotel,Bahia City Hôtel,frédéric jansem,il y a 5 ans ,"Établissement correct pour rester que peu de nuits ou être de passage. Le personnel est au top et se met en quatre pour vous êtes agréable mais, l'hôtel étant des années 70, la literie date sûrement de ces années là. Dommage. …"
Agadir,Hotel,Bahia City Hôtel,Souad Lamghari,il y a 5 ans ,Pas d'accueil. Wifi disponible seulement dans le salon. Petit déjeuner quasi inexistant. L'hôtel vend des chambres doubles alors qu'il ne possède que des lits simples. Les murs sont tres fin et les chambres communiquantes par le balcon. Le seul point positif est qu'il est près de la mer
Agadir,Hotel,Bahia City Hôtel,783mouniah,il y a un an ,"catastrophe  cette hôtel  il faut le fermer même pas  1*  je n 'ai pas dormi  la nuit que j'étais  a l'hôtel avec la boite de nuit  les chambres salles , les insectes ..... personnel nul …. rien que catastrophe hôtel , j ai pas prix mon petit déjeuner , j ai peur d'être toxique"
Agadir,Hotel,Bahia City Hôtel,JEROME KASPARIAN,Modifié il y a un an ,"Une honte. Un scandale. Musique à fond  jusqu’à plus d une heure du matin pour une chambre à 30 euros.  Fuyiez cet hôtel car le calme n a pas de prix. Quand je coche l'onglet CALME c'est ironique évidement. Just for the first travel to Agadir. After, you no. La direction ne se donne même pas peine de répondre a cet avis."
Agadir,Hotel,Bahia City Hôtel,Sea Hook,Modifié il y a 7 ans ,J'ai vu beaucoup de commentaires parlant de la boîte de nuit qui dérange de la prostitution dans l'hôtel et de la nourriture qui n'est pas bonne . Certes  Il y a des points à améliorer comme la propreté du sol des chambres reparer …
Agadir,Hotel,Bahia City Hôtel,Claudy Plom,il y a 3 ans ,"Hôtel bien situé avec un personnel compétant et serviable très pro.
Chambre sans wifi et certaines chambres sans air conditionné un peu vieillot comme l'hôtel. Si non tout est parfait."
Agadir,Hotel,Bahia City Hôtel,Leila medani,il y a 2 ans ,Très déçu de hôtel pas propres tous et vieux  a l intérieur ca  fait  flipper je déconseille c'est pas un bon plan du tous .très mauvaise accueil.pas de clim pas wifi déjeuné pas top prévoir sa bouteille d eau car l' eau et un supplément musique de cabaret toute la nuit impossible de dormir👎👎👎👎👎👎 …
Agadir,Hotel,Bahia City Hôtel,mostafa agmar,il y a un an ,"Catastrophes cette hôtel la , la boîte de nuit en bas aucune de respe , la salle de bain pas propre les serviettes déglacer le son des jaunes par tous dans le lit service nulle le petit déjeuner c'est vraiment dégueulasse , je suis vraiment désolée pour les touristes , pour je marocain de tiznit ça passe ."
Agadir,Hotel,Bahia City Hôtel,Manar B.,il y a 4 ans ,"Reservation 16/08/2021 - 31/08/2021
C’est notre deuxieme nuit ici et on regrette deja d’avoir choisir cet horrible “hotel”. …"
Agadir,Hotel,Bahia City Hôtel,jacques35450,il y a un an ,"accueil  ca va  responsable du snack la politesse connait pas, pas  sympatique du tout les  transat a la  piscine completement defoncees pas de  tele dans les chambres pas une chaine  francaise un technitien plus  que  nul nouriture pas  trop mal proprete rien a dire  le  pire  c'est le responsable  du snack"
Agadir,Hotel,Bahia City Hôtel,LFD blogue,il y a un an ,Très bon service au niveau de l accueil les chambres son spacieuses Et traditionnelle belle vue sur la ville agadir bon petit déjeuner variable Je vous recommande vraiment  d'aller à bahia City hôtel sur agadir franchement rien à dire on …
Agadir,Hotel,Bahia City Hôtel,Christian,il y a un an ,"Les gens me font rire... ils choisissent l'hôtel le moins cher d'Agadir (pour ce prix on n'a même pas un lit dans un dortoir d'auberge de jeunesse sans petit déjeuner) et ils veulent avoir un service Sofitel... Les chambres sont grandes, le …"
Agadir,Hotel,Appart Hotel Tagadirt,Mokhtari Fz,il y a 6 jours ,"Je déconseille fortement cet hôtel. J’écris mon avis à 2h40 du matin et impossible de dormir : le bruit des travaux et des coups de marteau ne s’arrête pas toute la nuit, ajouté aux cris et au vacarme des autres clients. Le pire reste …"
Agadir,Hotel,Appart Hotel Tagadirt,Maj Dou,il y a une semaine ,Pire hôtel de tous ma vie j'ai jamais vue un hôtel aussi sale qui sens mauvais des chat en veut tu en voila donc l'odeur nauséabonde qui va avec. …
Agadir,Hotel,Appart Hotel Tagadirt,wessame elbakkari,il y a 2 semaines ,"Si vous cherchez un cauchemar, vous êtes au bon endroit !
Odeurs nauséabondes, literie antique et inconfortable, oreillers plus durs que de la pierre… Les chambres sont mal entretenues et mal équipées. Le personnel ? …"
Agadir,Hotel,Appart Hotel Tagadirt,oula lalala,il y a un mois ,"Si je pouvais prendre une photo de l'odeur dans ce soit disant hôtel je l'aurais fait. Mais c'est une odeur d'œufs pourri mélangée avec les odeurs des égouts. Les employés font la gueule, la propreté laisse à desirer. Une nuit payée pour rien.  G passé la nuit dans ma voiture.  Je déconseille"
Agadir,Hotel,Appart Hotel Tagadirt,My Thami EL BOUAMRANI,il y a une semaine ,L'appart hôtel Tagadirt est idéalement situé avec beaucoup de services et commerces à proximité immédiate. Il est bien situé également pour l'accès à la plage ( en marchant 10 min) ainsi qu'a certains autres quartiers de la ville. Bien …
Agadir,Hotel,Appart Hotel Tagadirt,Anne Vansteelant,il y a 4 semaines ,"Nous sommes arrivés dans une chambre pas nettoyée, puis après 1h d'attente on nous propose une chambre avec des cafards morts
et enfin au bout de la 3eme c'est la bonne. L'hôtel a dû potentiel, mais il est gâché par une mauvaise gestion."
Agadir,Hotel,Appart Hotel Tagadirt,ELODIE CARDINALE,il y a 2 semaines ,NE SOURTOUT PAS Y ALLER  !! Horrible  n'y aller surtout pas cafard énorme juste le personnel  et l emplacements qui est bien 1er nuit dormis sur la plage odeur horrible  gros cafard dans les placards  photo et vidéo à l appuie  .. JE …
Agadir,Hotel,Appart Hotel Tagadirt,Mélissa Rallier,Modifié il y a 3 semaines ,"Le pire hôtel que j’ai fais de toute ma vie
Fourmis, cafard, lézard dans les chambre et j’en passe.
C’est vraiment dégueu dans les chambre, tout est vieux et rien n’est au norme! …"
Agadir,Hotel,Appart Hotel Tagadirt,moussa Goumeziane,Modifié il y a 5 mois ,"A fuire, des cafards dans la chambre, des portes  cassées datant des années 90,un vieux WC avec la chasse d'eau initulisable, les matelas très inconfortable, mal au dos toute la journée.pas de télé ni climatisation cuisine pas bon du tout. Il mérite pas une étoile."
Agadir,Hotel,Appart Hotel Tagadirt,Christine T,il y a 4 mois ,"Pas terrible, les chambres ne sont pas jolies, pas très propres. Elles sont très rustiques, les lits sont inconfortables (on a l'impression d'être dans une cuvette) La douche est grande, mais flexible cassé et 2eme jour presque pas d'eau …"
Agadir,Hotel,Appart Hotel Tagadirt,Kylian Boisseau,il y a 3 semaines ,"Je mets la note de 1 car l’hôtel je n’ai vraiment pas aimer!
Le seul point positif sont les chat dans l’hôtel j’y suis rester un bon moment et je me suis attacher à 3 chat qui se baladait souvent vers la piscine! Envoyer …"
Agadir,Hotel,Appart Hotel Tagadirt,Tarek El Menouni,il y a un mois ,"""Bruit du club de nuit jusqu'à 5h du matin""

Si vous réservez une chambre au rez-de-chaussée (numéros 2000 et plus), vous …"
Agadir,Hotel,Appart Hotel Tagadirt,Corinne Leblanc,il y a 3 mois ,"Quand j’ai vu les commentaires précédents cela m’a fait un peu peur et j’ai été agréablement surprise
Chambre propre par contre matelas mou …"
Agadir,Hotel,Appart Hotel Tagadirt,naïma mk,il y a un mois ,"Horrible, je déconseille. La chambre est horrible c’est n’est même pas un vrai lit double c’est deux lit collé vrm pas pratique quand tu va en lune de miel heureusement que c’était mon dernier week-end et que j’y passe pas tout mon séjour. …"
Agadir,Hotel,Appart Hotel Tagadirt,Léo NESSER,il y a 3 mois ,"Mauvaise expérience, j’ai changé d’hôtel.
Chambre sale et en mauvais état, pas de TV.
Eau froide en petit filet, clairement à fuir comme la peste ! …"
Agadir,Hotel,Appart Hotel Tagadirt,Othman Slaoui (GEPS SLAOUI),il y a 2 mois ,"A part l’emplacement tout le reste est dégelasse.
Lit très mou j’ai eu mal au dos
Senteur de moisissure …"
Agadir,Hotel,Appart Hotel Tagadirt,Eve Laforest,il y a 2 mois ,"Rien à redire sur cet établissement. Le personnel très agréable. La dame de l'accueil très gentil, on a pu imprimer nos billets d'avion car a l'aéroport d'Agadir il ne prennent pas les QR code des téléphones. …"
Agadir,Hotel,Appart Hotel Tagadirt,Karim SEQAT,il y a 3 semaines ,"C'est une catastrophe. Un hôtel qui a un énorme potentiel mais qui s'est arrêté dans le temps. Et très très mal entretenu.
Les Chambres sentent les égouts . …"
Agadir,Hotel,Appart Hotel Tagadirt,Hi TM,il y a 3 mois ,"Si je pouvais mettre 0 étoile, je le ferais. il est sale et loin des normes de propreté . Cette établissement ne mérite pas le nom d’hôte c’est super sale, la literie est horrible et sent très mauvais. Les photos n'ont rien avoir avec la …"
Agadir,Hotel,Appart Hotel Tagadirt,fouadb577,il y a 5 mois ,"J’ai passé un excellent séjour dans cet hôtel. Le personnel est super sympa et attentionné, ils m’ont même accompagné jusqu’à ma chambre. Franchement, je ne comprends pas certains avis négatifs : l’hôtel vaut largement son prix ! Pour …"
Agadir,Hotel,Appart Hotel Tagadirt,lisa poullot,il y a 3 mois ,"Je comprends mieux pourquoi le prix est si bas… L’appartement est dans un état déplorable. Les chambres sont très sales : des cheveux et des taches sur les draps, une chasse d’eau qui fuit en continu, et une porte de WC bloquée qu’il faut …"
Agadir,Hotel,Appart Hotel Tagadirt,anass ouhani,il y a un mois ,"Très mauvaise qualité de service le chef de service est très impoli, genre qui ne parle pas qui n’explique rien il ne mérite même l’étoile que j’ai donné
Des chambres trop petites, des lits non comfortable et vieux très anciens, les …"
Agadir,Hotel,Appart Hotel Tagadirt,Sim M,il y a un mois ,"Personnel irrespectueux qui vous prenne de haut. Pub mensongère annonce appart hôtel mais je me suis retrouvé dans une chambre sans tv et sans intimité car la salle de bain n'était séparé que par un rideau, pas pratique quand vous êtes avec …"
Agadir,Hotel,Appart Hotel Tagadirt,Zerhouni Hamza,il y a 3 mois ,"Réserver cet appart-hôtel a été la pire erreur de ma vie.
Dès mon arrivée, j’ai dû monter près de 50 marches pour accéder à l’appartement – totalement inadapté aux personnes âgées ou à mobilité réduite. …"
Agadir,Hotel,Appart Hotel Tagadirt,Clémentine Vijver,il y a un mois ,"Nul
Nous avons eu un appartement le premier jour. Il n'était pas habitable. L'odeur était nauséabonde. Le robinet fuyait. Le lit était sale."
Agadir,Hotel,Appart Hotel Tagadirt,Nanade Paris,il y a un mois ,"Arrivés pour 3 nuits,  on a fini par repartir de suite tellement ça sentait fort dans une cave qu'ils osent appeler chambre. Saleté, mauvaise odeur et vétusté sont au RDV.
Je déconseille"
Agadir,Hotel,Appart Hotel Tagadirt,Alain Apelbaum,il y a 3 semaines ,"Hotel 😡 à ne pas conseiller à la clientèle à FUIR 😱
On rentre dans votre chambre sans autorisation malgré l'affichage sur la porte interdiction de rentrer pendant le séjour. …"
Agadir,Hotel,Appart Hotel Tagadirt,SS 20,il y a 4 mois ,"Les chambres sont pas propre et ne ressemblent pas au photos, l’hôtel n’as pas d’autre alternative à proposé par l’hôtel. Nous y avons même pas passer la nuit car hygiéniquement c’était pas possible!"
Agadir,Hotel,Appart Hotel Tagadirt,Nicolas,il y a 3 semaines ,Établissement correct emplacement idéale pour les vacances et surtout le personnel femme de chambre très gentille et surtout à l écoute certaine parle français comme fathia ce qui permets une meilleur entent et surtout la possibilité de faire des demande qu elle gère directement content dans l ensemble
Agadir,Hotel,Appart Hotel Tagadirt,Don Diégo,il y a 3 mois ,"Hôtel à fuir , si javais pu mettre 0 étoiles je l'aurai fait. C'est scandaleux j'ai été déçu tout le long de mon séjour avec une chambre donnant sur un bar chicha très bruyant , impossible de dormir et je ne parle pas de la chambre salubre …"
Agadir,Hotel,Appart Hotel Tagadirt,clemence chauvin,il y a 2 mois ,"Hôtel très vieillissant, propreté a désirer. Personnel accueillant, sympathique et attachant. Prix très attractif qui correspond à l’état de la chambre."
Agadir,Hotel,Appart Hotel Tagadirt,Maily Monmirel,il y a 4 mois ,Voleur et arnaquer les chambres était sales et nous avons retrouvé des insectes tels que des cafard ou blattes dans notre lit et avons demander un changement de chambre sans suite bien sur …
Agadir,Hotel,Appart Hotel Tagadirt,Moidu11,il y a 6 mois ,Le seul point positif c'est que le personnel était très sympathique aussi bien les femmes de ménage que l'accueil |Pour le côté logement c'est une catastrophe les photos ne sont vraiment pas contractuelles. Chambre sales. Vaisselle datant …
Agadir,Hotel,Appart Hotel Tagadirt,Amandine Burgaud,il y a 6 mois ,"A fuir
Véritable labyrinthe
Accueil pas sympa …"
Agadir,Hotel,Appart Hotel Tagadirt,nory77,il y a 4 mois ,"Bonjour .
On est le 20/05/25.
Je rejoins et je comfirme l etat de l hotel. …"
Agadir,Hotel,Appart Hotel Tagadirt,ama seh,il y a un mois ,"Je suis vraiment déçue  :
Service :0
Petit déjeuner :  jus d’orange périmé , le café froid, pas vraiment de choix y’a …"
Agadir,Hotel,Appart Hotel Tagadirt,Demestre Moïse,il y a un mois ,"Bonjour
L’emplacement de l’hôtel ne convient pas au service et l’accueil qui propose
La chambre que j ai pris sur booking et degolace la propriété zéro les draps …"
Agadir,Hotel,Appart Hotel Tagadirt,Abdou Ben Haddou,Modifié il y a 3 mois ,"Très bon accueil, le personnel est plutôt agréable.
Wifi en panne dans la chambre( demande d'intervention mais en vain) , fuite d'eau du bidet , plaque de cuisson vétuste et rouillé, l'eau de la douche est mal …"
Agadir,Hotel,Appart Hotel Tagadirt,Aa,Modifié il y a un mois ,"Très très très décevant, une catastrophe, aucune isolation, les fenêtres sont à moitiées fonctionnelles ,le personnel pas très réactif …appart studio juste au-dessus des bars et des discothèques tout est à revoir!!!C’est dommage car la structure extérieure est très jolie."
Agadir,Hotel,Appart Hotel Tagadirt,Nadia SA,il y a 2 semaines ,"TOUT EST NUL
-DE LA RÉCEPTION À LA CHAMBRE.
-LE PLUS PIRE C'EST DE NE PAS DORMIR LA NUIT À CAUSE DE LA MUSIQUE DE DISCO QUI …"
Agadir,Hotel,Appart Hotel Tagadirt,Dupont Candice,il y a 4 mois ,"!! Horreur !! Ce n’est pas hôtel tagadirt mais plutôt hôtel TACAFARDS !!
Ici, comme excursions vous sera proposées balade à dos de cafards, plongé avec de la peinture caillé dans votre baignoire (voir photo), ou encore pour une nuit …"
Agadir,Hotel,Appart Hotel Tagadirt,El Mehdi Raguig,il y a 7 mois ,"A ne jamais recommandé, des chambres très sales, Salle de bain non propre, des lit non plus confortable, est des couvertures avec des mauvaises odeurs est non lavé. …"
Agadir,Hotel,Appart Hotel Tagadirt,soraya boudal,il y a 8 mois ,"Je déconseille fortement cet hôtel. À mon arrivée, j’ai constaté la présence de punaises de lit, des draps sales et un studio qui ne correspondait pas du tout aux photos présentées en ligne. Face à ces problèmes, le réceptionniste m’a …"
Agadir,Hotel,Appart Hotel Tagadirt,HENNO69 barret,il y a 4 mois ,"Ancien Palace hôtel bien placé mais laissé à l'abandon,tout tombe en ruine, sanitaires limites insalubre, chambres et mobilier vieillot,le propriétaire vit sur ses acquis, à éviter hélas..."
Agadir,Hotel,Appart Hotel Tagadirt,Kylian 7,Modifié il y a 3 semaines ,"Hôtel vraiment horrible cafard partout 0 animation, 0 restaurant publicité mensongère, gros manque de respect du personnel qui vont jamais rembourser si vous êtes pas satisfait pas de laverie pas de bar à chicha pas de snack riennn du tout, pas de plaque de gaz cafard dans la chambre super 👍🏼 …"
Agadir,Hotel,Appart Hotel Tagadirt,Lola CENTOL,il y a 4 mois ,Fuyez hôtel sale et dans la chambre sa sentais les égouts et le pipi de chat devant notre chambre nous avions de la merde partout le personnel est juste horrible et ne veut plus rien savoir tant que vous avez payer …
Agadir,Hotel,Appart Hotel Tagadirt,angel sky,Modifié il y a 3 semaines ,Déconseillé !!! Très sale mauvaise odeur.je des grandes cafards dans ma chambre la nuit . médité ni climatiseur ma chambre était comme un four!!!!!!!!!!!
Agadir,Hotel,Appart Hotel Tagadirt,Nourhane Abdelaal,il y a un mois ,"Nous avons séjourné en groupe dans cet hôtel, les chambres sont un peu vieillottes et le wifi marche une fois sur 5 mais le personnel est gentil notamment la chef des dames de chambres"
Agadir,Hotel,Appart Hotel Tagadirt,Hiba Nait,il y a 3 mois ,"Réservation faite a l'avance sur le site et on a reçu la confirmation de la réservation, dés notre arrivée la réception il nous informe qu'il y a aucune resa ils nous ont mal parlé aucun professionnalisme : on disant qu'il travaillait pas avec les site web .. Breef faite attention a vos resa sinon réserver jusqu'à votre arrivée"
Agadir,Hotel,Appart Hotel Tagadirt,kdijab,il y a 7 mois ,"J'en appelle à l'inspection du tourisme et à la police du Maroc car cet hôtel doit se reformer ou fermer.||Je n'ai pas pu dormir dans ma chambre car les draps sales araignées, cheveux et miettes .j'ai décidé de rester à la réception car …"
Agadir,Hotel,Apart’Hotel Intouriste,g_rarda586,il y a 3 semaines ,mon séjour  a la résidence intouriste à été  tout simplement parfait  l'hôtel est propre et calme.  je tiens  à remercier particulièrement monsieur aissa à la réception pour son accueil chaleureux son sourire constant et son professionnalisme qui ont rendu mon séjour encore plus agréable. merci beaucoup et à très bientôt.
Agadir,Hotel,Apart’Hotel Intouriste,noella delacourt,il y a 3 semaines ,Très bel hôtel emplacement correct plage a 500 m a pied et agadir bay a 5 minute a pied aussi pour restaurant café ! Personnel adorable hotel propre ( femme de menage concensieuse ) tout le monde est agréable.  Piscine propre surveiller avec un chouette snack ! On a passer un très beaux séjour merci !
Agadir,Hotel,Apart’Hotel Intouriste,Antoine 03,il y a 2 mois ,"Hôtel bas de gamme, chambre vetuste, sale. Très bruyant, les portes et fenêtres sans aucune isolation.
Vaisselle sale, évidemment, il n' y a pas d' eau dans la cuisine 🤣, la femme de …"
