city,category,place name,name,date,review text
Saidia,Restaurant,Twareg : Restaurant & Lounge,Rachid Bouzahzah,il y a 6 ans,bien
Saidia,Restaurant,Twareg : Restaurant & Lounge,Peace & Love,il y a 6 ans,bel endroit
Saidia,Restaurant,Twareg : Restaurant & Lounge,Amine Yassine,il y a 9 ans,Amine
Saidia,Restaurant,Twareg : Restaurant & Lounge,Tarik Ouardani,il y a 10 mois,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Med GUESSAMY,il y a 10 mois,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Nouh Oufkir,il y a un an,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Bayan Tuber,il y a 2 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Walid Ajdayen,il y a 2 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,mimoune nhari,il y a 2 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Mohammed Reggani,il y a 2 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,M_ Hafhaf_7,il y a 2 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,himri tv,il y a 2 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Harun Arslan,il y a 2 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Yassine Traibi,il y a 3 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Ali Battou,il y a 4 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,mehdi berhili,il y a 4 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,vincenzo ialeggio,il y a 5 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Yassine Zouaoui,il y a 5 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Younes Moumni,il y a 6 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Khalid Grari,il y a 6 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Abdelkhalek Med,il y a 6 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Mohamed,il y a 6 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Hicham Hicham,il y a 6 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Ayoub Belghawet,il y a 7 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,touhami mimoun el kheir,il y a 7 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Docteur Nasser,il y a 7 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,khaled omar,il y a 7 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Carlos Tix,il y a 7 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Abdo Rach05,il y a 7 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Azzaouii Azzaouii,il y a 7 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,mahdi chrif,il y a 7 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Zakaria Sadik,il y a 8 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Sabah El Mrissani,il y a 8 ans,
Saidia,Restaurant,Twareg : Restaurant & Lounge,Hassan Rbati,il y a 8 ans,
Saidia,Restaurant,Hamouda,ayoub lemkadem,il y a un mois,"Honnêtement, Hamouda est le meilleur, ou plutôt le meilleur en termes de goût et de qualité. Bravo 👍👍👍👍👍 …"
Saidia,Restaurant,O'Ptit Belge,Khadija Boudjema,il y a un mois,Très copieux les frites et le pain sont fait maison hyper moelleux la taille est énorme mais on le fini rapidement facile à manger. Nous avons pris le Classic qui suffit amplement 90 dr la boisson a 10 dr. service rapide rien à signaler une bonne adresse pour ce restaurer à saidia
Saidia,Restaurant,O'Ptit Belge,Tirha Bruxelles,il y a un mois,"Excellente adresse ! Des produits de qualité, bien préparés, avec un service agréable. Un excellent rapport qualité/prix. Je recommande vivement ce snack pour une pause gourmande réussie."
Saidia,Restaurant,O'Ptit Belge,Inès K,il y a une semaine,"Exceptionnel , même lorsqu’il y a du monde le service est de qualité , une équipe de qualité des ingrédients de qualités ,… rapport qualité prix comme on ne trouve plus sur saidia !
EXCEPTIONNEL ‘"
Saidia,Restaurant,O'Ptit Belge,feek feek,il y a une semaine,Mettre des gants pour l'hygiene et les garder toute la journée cest encore pire.il ne se rendent meme plus compte que leur gants son sale. Sans compter le nombre de personne a qii il sert la main avec ces gants degueulasse. Cest une paire par jours ? Dommage que l'hygiene ne suive pas !!
Saidia,Restaurant,O'Ptit Belge,queen latifa,il y a un an,"Arrivés à 21h50, prise de commande à  22h20 . repas servis à 23h. Incroyable l'organisation. Éviter le soir sur place, très peu de place assise.
Par contre le burger et frites 🍟 excellent. …"
Saidia,Restaurant,O'Ptit Belge,Hamza Zerkouni,il y a un mois,"Meilleur destination dans la ville de Saidia.

Vu la médiocre qualité proposé par les autres snacks et restaurants a Saidia …"
Saidia,Restaurant,O'Ptit Belge,abdellah fethi,il y a 3 semaines,"Si vous êtes à Saïdia et que vous cherchez un bon burger maison, “O Petit Belge” est une adresse incontournable. Spécialisé dans les burgers faits maison, avec des frites belges croustillantes et un pain moelleux préparé sur place, c’est …"
Saidia,Restaurant,O'Ptit Belge,Ouarda El hamdaoui,il y a 2 semaines,Meilleur fast food que j'ai pu goûter !! La nourriture fraîche que des bons produits et le personnel incroyable !!
Saidia,Restaurant,O'Ptit Belge,Mustapha Hajji,il y a un mois,Très bon service rapide et organisé. Serveuse très agréable et professionnelle. Les burger sont délicieux.
Saidia,Restaurant,O'Ptit Belge,Sarah Karrouchi,il y a une semaine,Best burger in town! Mention spéciale pour Hanane et sa bonne humeur contagieuse 🫶🏼 …
Saidia,Restaurant,O'Ptit Belge,Orientale Immobilier,il y a 2 semaines,"sont les meilleur, les gent très simpatique,les produits de qualité et fait maison je recommande.🫡🫡 …"
Saidia,Restaurant,O'Ptit Belge,Basma Aichfakir,il y a un mois,"Meilleurs endroit où manger a saidia, bouffe tres bonne delicieux sans aucun commentaire  personnel tres aimable et surtout cuisine tres propre 👌🏻👍👍 jd recommande vivement …"
Saidia,Restaurant,O'Ptit Belge,Abdelmalek Morsli,il y a un mois,Excellent burger. Les serveurs sont serviables et rapides. Continuez comme ça
Saidia,Restaurant,O'Ptit Belge,Iman,il y a un mois,"C’était excellent, on se croierait à Bruxelles
La serveuse était super aimable et le patron également"
Saidia,Restaurant,O'Ptit Belge,J K,il y a un mois,"Excellent en famille ou entre amis,
Cuisine savoureuse et copieuse et propre."
Saidia,Restaurant,O'Ptit Belge,Hajira,Modifié il y a 3 semaines,Merci à Hanane pour son sourire et son service impeccable
Saidia,Restaurant,O'Ptit Belge,Latifa El hamdaoui,il y a 2 semaines,Franchement je me suis régaler c’est très bon
Saidia,Restaurant,O'Ptit Belge,Nabil EL midioni,il y a un an,Après 2h de retard pour servir 2 hamburgers. Le serveur à failli me frapper alors que je portais ma petite fille parceque j'ai réclamé que ce type de retard n'est pas normal. Heureusement qu'il y avait d'autres clients qui m'ont donné …
Saidia,Restaurant,O'Ptit Belge,Ahlam Labed,il y a un an,"Excellent sandwich burger et salade
Tout est fait maison : pain, frites, viandes fraîches. …"
Saidia,Restaurant,O'Ptit Belge,Farida Ouriaghli,il y a un an,"Magnifique service. Le personnel super accueillant.
Les burgers et les frites sont fais maison, c’est délicieux ! Je recommande"
Saidia,Restaurant,O'Ptit Belge,Badia Habib,il y a 2 semaines,Hanane meilleure serveuse 👍 …
Saidia,Restaurant,O'Ptit Belge,Laila Akarkour,il y a un an,Quand qualité des produits accueil du personnel  rapidité du service et prix raisonnable  on peut que rester fidèle o pti belge
Saidia,Restaurant,O'Ptit Belge,Linda NHARI,il y a un an,"Une valeur sûre sur Saidia. Produits frais, bons burgers et kap salon. Il y a de l’attente, peu de places pour manger sur place mais quand on arrive à trouver une adresse sympa où manger sur saidia (sans faire une intoxication alimentaire), croyez moi on est prêts à patienter …"
Saidia,Restaurant,O'Ptit Belge,S E,il y a un an,"Je ne mets pas 5 pck c’était bcp trop long et la serveuse a refusé de me servir à boire.
Mais le burger truffe que j’ai mangé était excellent et les frites avec."
Saidia,Restaurant,O'Ptit Belge,Bidri Mohamed,il y a une semaine,Top mirci O'Ptit belge
Saidia,Restaurant,O'Ptit Belge,Ahmed Bentefrit,il y a 11 mois,Super resto le top il faut y aller avant les autres pour pas attendre
Saidia,Restaurant,O'Ptit Belge,Amira Kebbati,il y a un an,Les burgers sont bon l’attente est un peu longue
Saidia,Restaurant,O'Ptit Belge,ADILCHARBA EBERTEL,il y a un an,Meilleur burger Que j’ai goûté
Saidia,Restaurant,O'Ptit Belge,Fred Sanbar,il y a un an,Excellent restaurant le meilleure de Saïdia
Saidia,Restaurant,O'Ptit Belge,Yassine El.,il y a un an,Meilleur burger a Saidia
Saidia,Restaurant,O'Ptit Belge,Mohamed Saidia,il y a une semaine,👌👌 …
Saidia,Restaurant,O'Ptit Belge,Coraline Scarfo,il y a un an,Très bon !
Saidia,Restaurant,O'Ptit Belge,Imad bachiri (‫الفاخر Snacks‬),Modifié il y a 3 mois,"qualité
prix raisonnable
Doux accueil."
Saidia,Restaurant,O'Ptit Belge,morreno Abdalhak,il y a 2 semaines,Toop
Saidia,Restaurant,O'Ptit Belge,Zakariae FT,il y a 2 semaines,Super💯 …
Saidia,Restaurant,O'Ptit Belge,Othman Derraz,il y a 3 semaines,Excellent
Saidia,Restaurant,O'Ptit Belge,Yosef Safi,il y a 2 semaines,Super
Saidia,Restaurant,O'Ptit Belge,Abdennour Oussama,il y a 2 semaines,Excellent 👌💯💯 …
Saidia,Restaurant,O'Ptit Belge,Zakariae elguili,il y a 2 semaines,
Saidia,Restaurant,O'Ptit Belge,Hamid El fatmi,il y a 2 semaines,
Saidia,Restaurant,O'Ptit Belge,Nejnej Ghoghom,il y a un mois,
Saidia,Restaurant,O'Ptit Belge,Lou Am,il y a 23 heures,
Saidia,Restaurant,O'Ptit Belge,Ice Box,il y a 3 jours,
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Abdellah jabal,il y a une semaine,Largement l'un des pires restaurants que j'ai testé de ma vie. Et ce car le personnel n'est pas compatible ainsi que leur comportement avec le client est insupportable et on a attendu 30 min ou plus pour au final avoir une tanjia et un …
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",abdellah fethi,il y a 3 semaines,"Attiré par les publicités sur les réseaux sociaux, j’étais impatient de goûter à leur spécialité. Malheureusement, la réalité a été bien en dessous de mes attentes. …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Jinane Douhamd,il y a un mois,"Super endroit , cuisine conviviale
Et une équipe serviable"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Younes,il y a une semaine,D'habitude je suis poli et je développe. C'est dégueulasse. 2 étoiles au service car le monsieur était souriant. Vraiment dégueulasse
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Anissa,il y a 2 ans,"Très bon service les serveurs sont agréables. Cuisson spéciale et authentique du poulet et de la viande.
Les keftas étaient très bonnes . …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Safia ishaq,il y a un mois,"Nous avons mangé à Mardouma à notre arrivée de SAADIA
À fuir arnaque à touriste
Nous avons payé 44€ pour 4 …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Marine Fouqueray,il y a 4 semaines,"Super bon nous avons pris des tagines et tanjia. Service super rien a dire
Point négatif cest qui il y a pas beaucoup de place pour les tagines on a le choix que ce qui il y a de prêt. …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Nini3869,il y a un mois,Très bon restaurant nous avons pris des tajines qui était bon et savoureux  le serveur était gentil je recommande fortement
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Ahmed_ _xd,il y a un mois,"C'est très bon,le service est magnifique mais les prix sont exorbitants.320DH/kg pour la viande et 150DH/Kg pour le poulet,alors que le poulet coûte 20DH/kg"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",farid nassiri,il y a un an,"J ai pris un demi poulet excellent accompagné de riz
Des frites, zerlouk…
Bref on en a eu pour 100dhrs
En attendant on a de la pastèque pour attendre"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",as agnetz,il y a un an,Je suis venue a 21h30 il restez que du poulet donc j’ai pris du poulet et Pour être honnête je suis venue goûter «la mardouma» et je n’ai eu aucun goûts dommage pour l’endroit et le nom donner au restaurant
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",J Z,il y a un an,"Plats marocains d’une saveur marocaine, ce restaurant reste parmi les meilleurs de cette ville car la restauration très limitée"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Nabil Nabil,il y a un an,"Les grillades sont bonnes. Mais alors le service... je ne sais pas si c'est tout le temps comme ça mais le personnel était débordé et ils se disputaient entre eux, il y avait des erreurs dans les commandes. On nous a posé des brochettes que …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Mohammed BOUMEDANE,il y a un an,"Je suis à Saidia, depuis quelques jours seulement et c’est de loin le meilleur restaurant ou ma famille et moi avons mangé.
Les saveurs, les odeurs, l’ambiance familiale, tout y était. …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Habiba Snoussi,il y a un an,"Aucun rapport qualité prix, pas bon du tout, le poulet n'a aucun goût, service nul, je ne le recommande pas( j'ai visiter le restaurant avec ma famille entière, on partage le meme avis malheureusement )"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",el mahdi Senni,il y a 3 ans,Très bonne adresse pour manger le poulet et la viande cuits au feu de bois
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Abdelmelik Cherfaoui,il y a 2 semaines,En général très bien 👍 …
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Raja Koulla,il y a 2 ans,"Un bon lieu où nous pouvons manger, la cuisine est assez bonne cependant le service est moyen le serveur a oublié de nous rapporter les tacos pour les enfants alors que nous avions finis nos plats, il n’y avait plus de verre pour boire et à …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Naminata sangare Lenoir,il y a 3 ans,"Le patron de ce restaurant devrait faire très très attention. Un serveur en particulier vole dans la caisse. Nous sommes allés manger plusieurs fois dans ce restaurant, a chaque fois au moment de l'addition le serveur ( c'était le même a …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Dar as-salam,il y a un an,Service rapide. Le poulet est bon mais à vrai dire peu de différence entre les diverses sortes de cuisson. Bon mais rien d exceptionnel.
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",A Tarzit,Modifié il y a un an,"Voilà nous nous sommes retournés en juillet 2024 et la note à baissée de 5 étoiles à 3 étoiles!
Changement de carte par rapport à l an dernier. déçu du dîner! Le riz n est plus …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Zineb Anafal,il y a un an,Plats pas top poulet sans goût et pas lavé de l’intérieur. Beaucoup de manquant à la carte. Je recommande absolument pas
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Akram BOUDHAR,il y a un an,"Gout du poulet a améliorer. Service acceptable mais trop de monde mais sans efficacité. Revoir le prix, trop haut pour ce qui est proposé."
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Imane Ouachani,il y a un an,"Le service était mieux que la cuisine ( Saifddin a une bonne hospitalise et gentil)
Les prix étaient très exagérés, le goût et la qualité zero
Risque de perdre la clientèle."
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Ibrahim Pietrantonio,il y a un an,Déçu du service le poulet étais très sec et trop cuit avec un petit goût fumé rien de vraiment spécial…..
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Miinii Z’S,il y a 2 ans,"Très bien services , très souriant, très accueillant , propre
Très délicieux, traditionnel.
Tant que je suis une touriste franchement je vous recommande vivement cet restaurant"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Ass Zr,il y a un an,"Super resto familial, on y mange bien , prix très abordable."
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Cathie Leparc,il y a 2 ans,"Top!!
Délicieux!!!
Serviable, souriant 🙏 …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",IKANDSO Es,il y a 2 ans,Viande trop cuite et sec. Pas vraiment apprécié le plat mais l'accueil à été très chaleureuse.
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Jennah Be,il y a 2 ans,"L'accueil est sympathique, les repas traditionnels sont délicieux, c'est vraiment le meilleur restaurant de Saïdia !"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Abdelaziz Bousnina,il y a un an,Une offre Qualité-prix Correct en comparaison avec les restaurants aux alentours.
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Eman Sn,il y a un an,"Je n'ai rien aimé, ni le service ni le goût 👎🏻 …"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",snoussi mehdi,il y a un an,"Sans goût, sans saveur, et biensur un resto sans espoire.
À éviter."
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",omar farouk MJ,il y a un an,"Simple, pas beaucoups de choix des prix trop élevé pour sa simplicité"
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Hajar Hammas Driss,il y a un an,Le service impeccable les plats étaient bons
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Said El OuacHani,il y a 2 ans,"Service impeccable, à l'écoute, belle découverte culinaire."
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Dahlia Idrissi,il y a 3 ans,Excellent service de bons plat et surtout hygiène et propreté
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Mohamed Zehayri,il y a un an,Les plats sont bien cuits sur le bois
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Younes Belkhayat Zougari,il y a 11 mois,Fermé sans la'annoncer sur maps
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Yakhlef Djamel,il y a 3 ans,Très bon
Saidia,Restaurant,"Mardouma : Tanjia, Viandes grillées à la façon Mardouma",Khalid Walid,il y a 3 ans,Pourvu que ça dure
