city,category,place name,name,date,review text
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Imane Bouazza,il y a 9 mois,"Déplorable !
Accueil à l’arrivée exécrable, on nous dévisage de haut en bas puis nous installe sur des tables hautes alors que nous avions réservé pour 6 pour dîner. On …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Zineb Benjillali,il y a 9 mois,"Très déçu, j’avais déjà visité pas mal de fois avec des amis de rabat et j’avais adoré l’expérience! Cependant une fois j’appelle je réserve à mon nom une fois sur place l’accueil a été catastrophique il était évident que je n’étais pas là …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Joey You,il y a 4 mois,"La dame du réception doit vrmt étudier un peu et avoir un peu de respect envers les clients, les mecs du porte aussi … mauvaise expérience et c’est la dernière fois que je me mets les pieds là-bas."
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Li,il y a 7 mois,"je ne vous recommande pas cet endroit J'ai rencontré un souci avec ma réservation pour trois personnes, et le personnel de sécurité était impoli. ce qui m'a vraiment déçu, surtout que j'étais avec ma femme. Après quelques minutes, nous …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,K. Bennis,il y a 7 mois,"Expérience très décevante. l’hôtesse d’accueil est hautaine,  Elle s’est montrée vraiment impolie malgré une reservation confirmée pour 12 personnes, n’avaient pris en compte que 2 personnes,elle a annulé notre réservation et s'est montré …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Bingo B,il y a 10 mois,"Déçu par mon expérience dans ce restaurant. Malgré une ambiance agréable, le service a laissé à désirer : le personnel semblait peu attentif à nos demandes. Quant aux plats, ils manquaient de saveur et étaient loin de la qualité attendue, …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Rkia Zahiri,il y a 7 mois,"Nous avions réservé pour 12 personnes, mais à notre arrivée, on nous a informés qu'ils n'avaient compté que 2 personnes. Au lieu de chercher une solution, ils ont annulé notre réservation et se sont permis de discuter de manière …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Sylviane Chauvet,il y a 3 mois,"Beaucoup trop bruyant nous avons demandé à changer d'endroit, finalement nous sommes allés à l'étage ou le restaurant était très bien et surtout calme"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Nafissa Bouazza,il y a 9 mois,"Lors de notre arrivée, on s’est fait dévisager de haut en bas par les hôtesses d’accueil car nous avions un jeans et un haut. Nous avions réservé pour 6 personnes, on est installé sur une table haute derrière un mur qui ne nous permet pas …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,BOUY Project,il y a 3 ans,"Tres bel endroit , les plats sont bons ( mais quand on goûte le poulet on sent qu’il est congelé depuis plusieurs jours ..) …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Kawtar Zaouit,il y a un mois,"un lieu qui se donne des airs, mais qui ne suit ni dans l’assiette ni dans l’accueil. Pas envie d’y remettre les pieds."
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,ZAKARIA EL IDRISSI,il y a 4 mois,"Très belle ambiance chez CasaEmma, j’ai beaucoup aimé mon expérience. Un endroit chaleureux où l’on se sent bien !"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Fatima Assila,il y a un an,"Notre expérience dans ce restaurant a été fantastique. Nous avons été accueillis avec beaucoup de chaleur, et le service a été impeccable. Les plats étaient aussi raffinés que savoureux, avec une présentation qui a vraiment mis en valeur …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,sublim solis,il y a 11 mois,"Le club a une bonne ambiance, mais l’organisation est à revoir pour être placée comme on veut.
La cuisine est très mauvaise et coûte cher …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Fatty zouha,Modifié il y a un an,"1ere  chose  on a réservé  5 jours a
l  avance  pour que au moment  d rdv le gérant  ne réclame  que pas d place que des petits  tables dur au coin . Allor que tt la soire  pas mal d table d salon …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Ilies Taibi,il y a un an,"J'avais fait une réservation deux heures à l'avance pour une table au restaurant Casa Emma à 9h30. En marchant vers la porte, je voyais déjà comment la sécurité dévisageait ma femme de haut en bas. J'avais déjà l'impression qu'elle allait …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Jaheed Kadir,il y a 11 mois,"J'ai effectué une réservation pour célébrer l'anniversaire de mon frère, et la réceptionniste m'avait bien confirmé celle-ci. Cependant, à notre arrivée, on nous a refusé l'entrée sous prétexte qu'aucune réservation n'était enregistrée à …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Pisces girl world,il y a un an,"J’adore la Casa Emma pour son ambiance, sa nourriture, et son cadre. Cependant, l’hôtesse d’accueil mérite d’être revue. Elle s’est montrée vraiment impolie, surtout au téléphone. Nous voulions faire une réservation pour un dîner entre …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Lamya L,il y a un an,"Je n’ai pas l’habitude de mettre des mauvais avis mais là..
Manque de professionnalisme ! Réservation faites, arriver en retard de 15 min à cause du trafic sur la route et la table n’est plus disponible ?! …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Hamza ALILOU,il y a 7 mois,"Les videurs se sont révélés particulièrement désagréables, au point de rendre leur présence indésirable. Leur comportement nous a fait vivre l'une des pires expériences possibles, marquant profondément notre perception de l'établissement et de son ambiance."
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,abdellah aouaich,il y a 8 mois,"Un endroit inapproprié que je ne vous conseille pas de visiter. J'ai pris mon rendez-vous samedi et j'ai convenu avec le cessionnaire que je serais accompagné de quelqu'un pour le dîner et un verre à neuf heures du soir, mais j'ai été …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Yassine Benmini (yassine),il y a 8 mois,"“Une expérience déplorable au restaurant La Casa Emma. Ce lieu manque totalement de respect envers ses clients. On nous demande de dire ce que nous allons manger à la porte, ce qui est humiliant et inadmissible. De plus, j’ai constaté un …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Cassandre Cortez,il y a un an,"Excellent moment passé dans ce restaurant ! Tout était parfait que ce soit le show, la nourriture, l’ambiance ou bien les cocktails 🍸 …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Chaimae Semlali,il y a un an,"On avait réservé un samedi, à notre arrivée on nous demande si on allait prendre une bouteille ou c'est juste pour diner, on voulait juste dîner. La dame nous dit qu'en fait y avait plus de place. Y avait plus de place alors que y a une …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Rihab Chouari,il y a un an,Beaucoup  de  chose à  revoir !!!   Nous avons  réservé    à 22h30  .. on arrive  on reste en attente  debout jusqu'à  23h  ..    dîner  avec  énormément   de retard ...   nous avons  commandé   des desserts avant la fermeture  de la …
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Sarah Hamdaoui,il y a 11 mois,"Service déplorable et accueil décevant. Malgré une réservation pour le dîner, on vous informe à l'entrée que c'est complet. Les tables au fond n'offrent aucune vue sur la scène, et la musique du DJ est vraiment médiocre. Je déconseille vivement cet endroit."
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,A BNK,il y a un an,"Je suis extrêmement déçue par ce restaurant marocain. Lors de ma visite récente, une de mes amies portant un voile en carré de soie et un kimono a été refusée à l'entrée. Le personnel lui a demandé d'enlever son voile pour entrer, ce qui …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Emma BOIRAC,il y a un an,Choquées et déçues de ce qu’ils nous ai arrivées . Nous avions une réservation pour 4 personnes . Une de mes amie est arrivé avec un carré de soie comme voile sur les cheveux et un kimono ils nous ont même pas dit bonjour et ont directement …
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Oualid Ibn sbih,il y a un an,Tout d abord je dois dire que l'ambiance a l'interieur du restaurant était vraiment agréable la musique était de bon goût la décoration soignée et l'atmosphère générale était conviviale. Mais ma soirée a été gâchée par le comportement …
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Hassan Esslaoui,il y a un an,Le service nul. Un gérant ou un manager (un jeune de 36 ans) On sait même pas c'est quoi son poste.... arrogant arriviste qui ne sait pas comment parler avec la clientèle. Aucune formation en tourisme... d'après ce que j'ai entendu. Il …
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Maria,il y a un an,"Très déçue de ce restaurant honteux !!
J’ai fais une réservation pour un dîner avec des amies, arrivées devant les videurs nous avons directement senties que nous n’allions pas pouvoir rentrer. Les …"
Rabat,Restaurant,La Casa Emma - Lounge Restaurant,Ismail Farissi,il y a 2 ans,"Une ambiance tres sympa, le restau est super bien décoré nous fais vivre les vibes mykonos thème épuré all white, je remercie vivement ikram pour son amabilité et son service irréprochable"
Rabat,Restaurant,La Pagode,Mouna-Toufitri AMIRI,il y a 2 semaines,"Un lieu incontournable que je fréquente depuis mon plus jeune âge, un vrai repère familial. Ce que j’aime le plus, c’est que tout est resté fidèle au fil des années : le cadre, l’ambiance chaleureuse, et surtout le goût des plats, qui n’a …"
Rabat,Restaurant,La Pagode,Aissam Wg,il y a un mois,"Une excellente expérience ! Le cadre est chaleureux, le service est rapide et attentionné, et les plats sont absolument délicieux. Mention spéciale pour les sushis et le poulet au caramel, parfaitement assaisonnés. On sent que les produits …"
Rabat,Restaurant,La Pagode,Romain Boman,il y a un an,On a pris des sushis dans ce resto vietnamien tenu par des marocains. Les sushis étaient différents de ceux qu on a en Belgique mais très bons. J'ai aimé la sauce sucrée servie avec. …
Rabat,Restaurant,La Pagode,Mehdi N,il y a 3 ans,"C'est l'un des restaurants chinois références du pays. Géré depuis très longtemps par le même propriétaire, il a su garder toute la splendeur de sa carte. C'est très bon et diversifié. L'endroit est vraiment calme."
Rabat,Restaurant,La Pagode,Mohammed Amma,il y a un an,"Endroit sympa et authentique, la décoration nous ramène dans un autre monde ( asiatique ) , l endroit est calme , c est un grand ++ pour moi , ideal pour dîner calme ou pour discuter, le serveur (mr mohcine ) est super gentil et souriant, …"
Rabat,Restaurant,La Pagode,khettabi cherkaoui souad,il y a un an,"Un lieu mythique,  connu et reconnu par tous les rbatis et tous ceux qui passent par Rabat. Cuisine succulente, hygiène garantie. Ambiance  feutrée.  Relaxation assurée."
Rabat,Restaurant,La Pagode,Achibane Tarik,il y a 6 ans,Temps de préparation fou pour au final recevoir de plats décevant. Je ne conseille pas du tout cet endroit à quelqu’un. Plus d’une heure pour préparer des sushis sans aucun goût sûrement du surgelé bas de gamme.
Rabat,Restaurant,La Pagode,Nada Nada,il y a 2 ans,"Le restaurant est magnifique, l'ambiance y est formidable et les repas authentiques.
Le propriétaire était particulièrement sympa et attentif."
