city,place name,date,note,full_review_trunc,lang,plateforme,sentiment_label,sentiment_score
Marrakech,"Wazo Appart-Hôtel
Une nouvelle fenêtre va s'ouvrir",25/08/2025,3.5/5,Correct avec un bon emplacement pour se rendre rapidement dans le centre ville de Marrakech | Positive: Le confort des chambres et de la literie | Negative: Nous avons oublié dans la chambre 5 cartouches de cigarettes à notre départ et nous nous en sommes rendu compte 30 min après nous avons rappelé et ont nous a dit qu'il y avait seulement 4 cartouches dans la chambres et quand ont leur a assure qu'il y en avait bien 5 ils ont pas su nous donner d'explication . Si l'ont peut pas laisser des affaires dans une chambre sans avoir confiance au personnel de l'hôtel c'est qu'il est à éviter !,fr,Booking,negative,2.832
Marrakech,"Wazo Appart-Hôtel
Une nouvelle fenêtre va s'ouvrir",24/08/2025,3.5/5,"Très décevant | Positive: La piscine pour les enfants | Negative: L'emplacement n'est pas idéale. La propreté de l'établissement n'est absolument pas au rendez-vous. De manière générale, assez décevant",fr,Booking,negative,2.334
Marrakech,"Wazo Appart-Hôtel
Une nouvelle fenêtre va s'ouvrir",22/08/2025,4.0/5,Merci beaucoup pour tout et à la prochaine fois inchlh | Positive: L'acceuil le personnel au petit soins La propreté des lieu La picine au top Tous etait nikel | Negative: Le seul point noir le parking placé insuffisante,fr,Booking,negative,2.902
Marrakech,"Wazo Appart-Hôtel
Une nouvelle fenêtre va s'ouvrir",22/08/2025,3.5/5,"Je reviendrai au wazo appart hôtel | Positive: La localisation de l'hôtel par rapport au centre de Marrakech est plus qu'agréable La gentillesse du personnel Le parking et les places disponibles | Negative: Manque de serviette donc sont données au compte goutte mais ça ne dérange pas le séjour pour autant La piscine n'était pas très propre, des touffes de cheveux, des branches… la nettoyer tous les jours serait un vrai plus",fr,Booking,positive,3.062
Marrakech,"Wazo Appart-Hôtel
Une nouvelle fenêtre va s'ouvrir",16/08/2025,3.5/5,"Sejour relativement satisfaisant | Positive: Le personnel était professionnel et accueillant, l'appartement était spacieuse et bien agencé avec un balcon magnifique, ideal pour une petite famille, je dirais que l'hotel est bien sans plus. | Negative: Matelas pas tres confortable, équipements de kitchenette laisse a désiré, c'est le plus grand point que je reproche a cet hotel, piscine pas tres entretenue, pour un hotel qui est loin du centre ville, il faut remédier a ces points afin de compensé.",fr,Booking,positive,3.292
Marrakech,"Wazo Appart-Hôtel
Une nouvelle fenêtre va s'ouvrir",15/08/2025,4.0/5,Très bien | Positive: Rapport qualité prix | Negative: RAS,fr,Booking,positive,3.344
Marrakech,"Wazo Appart-Hôtel
Une nouvelle fenêtre va s'ouvrir",14/08/2025,4.0/5,"Très bien | Positive: La piscine ,l appartement le rapport qualité prix | Negative: Rien",fr,Booking,positive,3.494
Marrakech,"Wazo Appart-Hôtel
Une nouvelle fenêtre va s'ouvrir",13/08/2025,4.0/5,Très bien | Positive: L'emplacement l'accueil | Negative: Ménage très mal fait et à la va vite,fr,Booking,negative,2.46
Marrakech,"Wazo Appart-Hôtel
Une nouvelle fenêtre va s'ouvrir",10/08/2025,3.0/5,Agréable | Positive: Ras | Negative: Clim ne marchait pas avec cette chaleur,fr,Booking,negative,2.448
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",27/08/2025,3.5/5,"Bien | Positive: L'emplacement et la propreté | Negative: Y a pas de prises près du lit, celles qu'il y a sont trop loin",fr,Booking,negative,2.802
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",13/08/2025,4.0/5,"Séjour agréable | Positive: Bon emplacement, équipe sympathique , propreté | Negative: nan",fr,Booking,positive,3.567
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",13/08/2025,4.5/5,"Fabuleux | Positive: Accueil chaleureux, personnel courtois et respectueux. Hygiène des lieux irréprochable, et chambre très confortable. | Negative: Pas de climatisation dans la chambre mais un ventilateur mural qui a fait office de réfrigération !",fr,Booking,positive,3.652
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",10/08/2025,4.0/5,Très bien | Positive: l'emplacement | Negative: pas de clim mais un ventilateur et un manque de prise et du bruit,fr,Booking,negative,2.756
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",08/08/2025,4.0/5,"Très bien | Positive: nan | Negative: Bruit première chambre, lit trop petit pour moi dans la deuxième",fr,Booking,negative,2.438
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",03/08/2025,3.5/5,"Bien | Positive: Charmant hôtel sans Prétentions, propre avec terrasse sur le toit et différents salon à l'extérieur pour se reposer et se ressourcer Chambre fonctionnelle et propre sans plus (télé et climatisation indisponible) Proche place jamaa El fna Personnel disponible, courtois et accueillant Prix intéressant | Negative: Ras",fr,Booking,positive,3.593
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",29/07/2025,4.0/5,"Bel emplacement | Positive: Cet hôtel est très bien situé : entre la place Jemaa El Fna , les souks, les mosquées, koutoubia Magnifique riad dans les espaces communs: toit panoramique, transat, fauteuils marocains. Le personnel est gentil, au petit soin aux demandes de leurs clients! Ils nous ont données des indications sur les lieux à visiter . L'hôtel est propre , nous avions des kit de soins, climatisation dans la chambre | Negative: J'étais un petit peu déçu de l'état de la chambre. Par curiosité, j'ai pu remarquer que d'autres chambres sur notre palier étaient rénovées, mais pas la nôtre. Mais bon, nous avons laissé passer ce petit bémol car nous avons déjà la chance de voyager et que d'autres ne l'ont pas. Et concernant le lit, nous bougions à peine qu'il craquait énormément.",fr,Booking,positive,3.181
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",26/07/2025,4.0/5,Suffisant pour des personnes qui souhaitent découvrir la ville et uniquement dormir à l'hôtel. | Positive: Extra centre | Negative: Propreté des sanitaires,fr,Booking,negative,2.536
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",16/07/2025,4.0/5,Très bien | Positive: Super riad simple mais pas chèr Personnel vraiment sympas je recommande bien place Petit déjeuner a côté de l'hôtel On a commandé un tagine il est extra pour 3.50 par personne | Negative: nan,fr,Booking,positive,3.561
Marrakech,"Hotel Central Palace
Une nouvelle fenêtre va s'ouvrir",10/07/2025,4.5/5,"Bonne relation qualité prix. Pour deux nuits ça va. | Positive: L'emplacement est top, très facile d'y arriver et de se bouger en transport en commun. La chambre est propre. Bonne relation qualité prix. | Negative: Parce que l'emplacement de l'hôtel est proche de la place Jemaa el fna, l'endroit est très bruyant et parfois difficile à dormir. Partager la salle de bain est compliqué, mais nous le savions à l'avance, donc il n'y a pas de surprises.",fr,Booking,negative,2.85
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",24/08/2025,4.5/5,Fabuleux | Positive: Un grand merci à Samir qui a été au petit soin du début jusque la fin de notre séjour. Je recommande fortement cet établissement ! | Negative: nan,fr,Booking,positive,3.678
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",24/08/2025,5.0/5,Magnifique | Positive: L'accueille et la propreté et le calme | Negative: nan,fr,Booking,positive,3.626
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",22/08/2025,5.0/5,"Calme et reposant | Positive: Tout était parfait. La chambre était comme sur les photos, propre et confortable, l'hôtel très calme parfait pour se reposer et le personnel était d'une très grande gentillesse, très serviable, Samir nous a accompagné durant notre séjour et il a été parfait avec nous. Le petit déjeuner servis tous les matins était excellent. | Negative: Rien",fr,Booking,positive,3.665
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",17/08/2025,4.5/5,"Fabuleux | Positive: Très convivial, familiale. Le petit déjeuner était super. Le personnel au petit soin. On se sent comme chez soi. Il y a vraiment de bonne odeur qui proviennent de la cuisine malheureusement je n'ai pas eu l'occasion d'y goûter. (pas faim) | Negative: Aucune la salle de bain petit bemol",fr,Booking,positive,3.626
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",09/08/2025,4.0/5,Très bien | Positive: Nous avons passé un très bon séjour. Je recommande fortement. | Negative: Le petit déjeuner: qu'il est un peu plus de choix.,fr,Booking,positive,3.647
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",12/07/2025,5.0/5,"Merci aux personnels pour l'accueil et tout le service. | Positive: L'établissement résume parfaitement la phrase qui dit "" se sentir bien chez soi "" | Negative: nan",fr,Booking,positive,3.637
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",,4.5/5,Super endroit | Positive: Tout | Negative: Rien,fr,Booking,positive,3.293
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",28/06/2025,5.0/5,"Exceptionnel | Positive: Séjour mémorable dans un hôtel exceptionnel. Le personnel est aux petits soins, les chambres sont magnifiques et la restauration est délicieuse."" Merci à Mouad pour sa gentillesse,ses conseils et sa disponibilité. Nous reviendrons avec plaisir ! | Negative: nan",fr,Booking,positive,3.679
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",27/06/2025,5.0/5,Top | Positive: Top | Negative: nan,en,Booking,neutral,3.0
Marrakech,"Yanis Guest House
Une nouvelle fenêtre va s'ouvrir",27/06/2025,5.0/5,"On y reviendra sans hésiter, ça s'est sûr! | Positive: Petit déjeuner varié, repas suivant goût des clients, relationnel+++ La chef Sana: exceptionnelle, attentionnée, elle nous fait découvrir les saveurs Marocaine avec délicatesse et sympathie. Les maîtres d'hôtel qui se relayent 24/24, Mustapha: sérieux et attentionné, de bons conseils pour golf et visites. Samir: un humour en dérision, attachant et un petits soins. Mourad: adorable, jeune et motivé, souriant. Tous les trois avec beaucoup d'empathie tout en restant très pros. Bref on était presque comme à la maison. | Negative: Rien",fr,Booking,positive,3.512
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",23/08/2025,4.5/5,Fabuleux | Positive: Super hotel très calme et surtout le personnel très très sympa. | Negative: Dommage qu'il soit un peu loin de tout,fr,Booking,positive,3.52
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",23/08/2025,5.0/5,Calme et reposant | Positive: Très bon hôtel et le personnel est très accueillant | Negative: nan,fr,Booking,positive,3.611
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",15/08/2025,5.0/5,Super | Positive: Personnels aux petits soins ! | Negative: Rien du tout,fr,Booking,positive,3.425
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",22/07/2025,4.5/5,"Semaine en famille | Positive: La chambre familiale très grande. Propre. Très bon petit déjeuner. Personnel très agréable. Très bon service. Repond à tous les besoins (chauffeur, excursions.)Piscine très agréable. Très calme. | Negative: nan",fr,Booking,positive,3.652
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",19/07/2025,4.0/5,"Très bien | Positive: pour vous resumer simplement on a tout aimé, de l'acceuil au petit dejeuner le calme la proprete et la simplicité l'endroit ideal pour se reposer | Negative: rien",fr,Booking,positive,3.614
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",18/07/2025,4.5/5,"Un moment de détente en fin de voyage | Positive: Grande piscine très agréable et chauffée avec plusieurs transat! Les chambres sont exceptionnelles et propres en plus d'être confortables à souhait. Elles sont faites tous les jours. Petit dej délicieux et complet avec fruits, spécialités… Le staff est adorable | Negative: Le prix des conso est exorbitant surtout l'eau !",fr,Booking,positive,3.668
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",10/07/2025,4.5/5,"Fabuleux | Positive: Personnel aimable serviable, petit déjeuner copieux Picine propre | Negative: nan",fr,Booking,positive,3.659
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",03/07/2025,3.5/5,"Bien | Positive: nan | Negative: Une bouteille d eau qui coûte 70 dh , c est de l arnaque.",fr,Booking,negative,2.372
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",30/06/2025,5.0/5,Exceptionnel | Positive: Le personnel est au petit soin. | Negative: Le prix de la bouteille d'eau.,fr,Booking,positive,3.354
Marrakech,"Palais Mirage d'Atlas, Hôtel de Luxe & Spa
Une nouvelle fenêtre va s'ouvrir",29/06/2025,4.0/5,"Beau séjour , je recommande ce lieu | Positive: Lieu très reposant , les suites sont spacieuses | Negative: Loin du centre de Marrakech",fr,Booking,positive,3.652
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",17/08/2025,4.0/5,"Je recommande cet établissement | Positive: Accueil très chaleureux, très calme et à 10 min de marche du souk | Negative: Le sanitaire sont un peu vétustes",fr,Booking,positive,3.501
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",,5.0/5,"Amazing stay at Riad de Marrakech | Positive: Nous avons passé un séjour très agréable à l'Étoile d'Orient. Le Riyad est très très propre, décoré avec goût, et l'ambiance y est apaisante. Un grand merci à Yakout qui a été super attentif et disponible tout au long de notre séjour. Toute l'équipe est très sympathique, ce qui a rendu l'expérience encore plus mémorable. Nous reviendrons avec plaisir ! | Negative: Everything was good!",fr,Booking,positive,3.677
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",12/05/2025,4.5/5,"Un havre de paix au cœur de la médina | Positive: Emplacement parfait, juste à côté du souk ! Dès qu'on entre dans le riad, c'est un contraste total : on passe de l'agitation des ruelles animées à un havre de paix. Le calme est vraiment appréciable. Le personnel est adorable, toujours souriant et aux petits soins. Le petit déjeuner était excellent, varié et très soigné. Une très belle expérience. | Negative: Le matelas était un peu ferme, mais le calme ambiant a largement compensé.",fr,Booking,positive,3.639
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",09/05/2025,5.0/5,Exceptionnel | Positive: Emplacement du riad à 3 minute de la place Jemaa el fna. Leurs spa et massage la gentillesse du personnel et le confort de la chambre. Les riad sont surprenant par leur havre de paix. | Negative: Rien tout était sympa.,fr,Booking,positive,3.636
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",08/05/2025,4.0/5,"Pas parfait mais très bien! | Positive: Emplacement WoW ! | Negative: Déjeuner ordinaire , isolation des chambres inexistantes.",fr,Booking,positive,3.339
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",20/04/2025,4.0/5,Nous avons passé un très agréable séjour | Positive: Le personnel était accueillant et a l'écoute le petit déjeuner était excellent | Negative: Le fait qu'il y a pas de porte de séparation entre la chambre et la salle de bain,fr,Booking,positive,3.638
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",12/04/2025,4.0/5,"Riad en plein coeur de la médina | Positive: Riad en plein coeur de la médina, nous avions le riad vert très bien ainsi que le bleu, moins bien, plus ancien et triste Très belle terrasse sur le toit, bon petit déjeuner | Negative: Rien en particulier",fr,Booking,positive,3.034
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",12/04/2025,4.5/5,"Magnifique RIAD | Positive: Très bien situé à 2 pas de la grande place et du souk . Un Bagagiste qui vient vous récupérer vous et vos bagages pour vous emmener jusqu'à l'accueil du RIAD car pas évident à trouver pour la 1ère fois , très bonne accueil, personnel souriant et avenant Mes amies et moi même avons passé un super séjour! | Negative: nan",fr,Booking,positive,3.618
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",05/04/2025,5.0/5,"Petit bijou proche de Jamaa El Fna | Positive: Nous étions un groupe de 6 dans le Riad privé ""Green Diamond"" , nous avions 3 chambres avec lit double et chacun sa salle de bains privée magnifique, un salon une cuisine, une table à manger et une terrasse avec Jacuzzi sur le toit, l'emplacement est à 5-10 min à pied de la place Jamaa El Fna et du souk, et aussi à 5 min à pied du Riad principal, mais on reste totalement indépendant du Riad principal, tous les échanges avec le Riad se font via whatsapp ils sont très réactifs et le petit déjeuner et le ménage est fait par Nadira qui vient dans notre Riad le matin pour tout préparer C'était super, bien placé, et très propre ! | Negative: nan",fr,Booking,positive,3.078
Marrakech,"Riad L'Etoile D'Orient
Une nouvelle fenêtre va s'ouvrir",29/03/2025,5.0/5,"Exceptionnel | Positive: La gentillesse du personnel, ils veulent vraiment vous aider. Le Riad est très beau et très propre, tel que les photos. Il est très bien situé dans la médina et c'est très calme et sécuritaire. | Negative: Le lit était très dur.",fr,Booking,positive,3.662
Marrakech,"O'loft
Une nouvelle fenêtre va s'ouvrir",31/07/2025,4.5/5,Fabuleux | Positive: Nous avons passé un très bon séjour. L'endroit est calme et confortable. Le petit déjeuner est très bon et copieux. Hanane à la réception est très accueillante et attentionnée | Negative: Rien,fr,Booking,positive,3.67
Marrakech,"O'loft
Une nouvelle fenêtre va s'ouvrir",13/07/2025,5.0/5,Exceptionnel | Positive: Un endroit paisible avec un personnel chaleureux. Un lieu très agréable. Excellent séjour ! | Negative: nan,fr,Booking,positive,3.67
Marrakech,"O'loft
Une nouvelle fenêtre va s'ouvrir",08/07/2025,5.0/5,"Exceptionnel | Positive: Petit coin de paradis, nous avons adorés la végétation, la piscine, la tranquillité, le paon qui vient nous rendre visite ! Le lieu et la chambre sont magnifique ! Le petit déjeuner est très très bon ! Le personnels est adorable et aux petits soins, merci beaucoup à Hanane pour sa gentillesse et sa disponibilité. Le prix est très abordable pour le lieux ! Nous reviendrons ici si nous revenons à Marrakech! ☺️ | Negative: nan",fr,Booking,positive,3.659
Marrakech,"O'loft
Une nouvelle fenêtre va s'ouvrir",27/06/2025,5.0/5,"Reposant et accueillant | Positive: La gentillesse et la disponibilité de Hanane, un grand merci à elle. Et merci à tout le personnel qui a été au petit soin du début à la fin La piscine était très bien entretenue, les petits déjeuner étaient copieux, l'emplacement et idéal et calme, nous étions à 15min en voiture de la médina PS: juste une petite suggestion, pour avoir un mini frigo dans les chambres serai super | Negative: nan",fr,Booking,positive,3.626
Marrakech,"O'loft
Une nouvelle fenêtre va s'ouvrir",23/06/2025,4.0/5,Très bien | Positive: personnel tres sympatique tres polie c est clean piscine top chambre top | Negative: le parking petit juste pour quelque voiture et quelque metre non goudrone jusqu au loft,fr,Booking,positive,3.551
Marrakech,"O'loft
Une nouvelle fenêtre va s'ouvrir",10/06/2025,5.0/5,"Repos, calme et accueil irréprochable | Positive: Le calme, le sourire et professionnalisme | Negative: Rien",fr,Booking,positive,3.592
Marrakech,"O'loft
Une nouvelle fenêtre va s'ouvrir",10/06/2025,4.0/5,Très bien | Positive: Le calme et le personnel | Negative: La distance avec le centre ville qui finalement avec un bébé est un peu trop grande. Manque un frigo dans la chambre.,fr,Booking,negative,2.557
Marrakech,"O'loft
Une nouvelle fenêtre va s'ouvrir",08/06/2025,4.5/5,Fabuleux | Positive: L'accueil d'hanane très gentille et à l'écoute. | Negative: nan,fr,Booking,positive,3.673
